#timestamp, tx, ty, tz, qx, qy, qz, qw
1727775008.0000000000000000, 0.2466084552658405, 0.1932838929703634, -0.0637348956715241, -0.9732334185440142, -0.2273039259607220, -0.0260255311208603, 0.0217326943072290
1727775008.0050001144409180, 0.2466082222688678, 0.1932840400552246, -0.0637353511480232, -0.9732333656421123, -0.2273042430748836, -0.0260247103260086, 0.0217327295461972
1727775008.0099999904632568, 0.2466081942084932, 0.1932839443806049, -0.0637357498625803, -0.9732334022506341, -0.2273041830713782, -0.0260241910262120, 0.0217323395735452
1727775008.0150001049041748, 0.2466082694002307, 0.1932839001856301, -0.0637355929532209, -0.9732333937407655, -0.2273042084713779, -0.0260246927012775, 0.0217318542429478
1727775008.0199999809265137, 0.2466085797201690, 0.1932839732385043, -0.0637341706950015, -0.9732332824749849, -0.2273044283653629, -0.0260275194565086, 0.0217311518195207
1727775008.0250000953674316, 0.2466086815014962, 0.1932840279125945, -0.0637336110589782, -0.9732332217115157, -0.2273045918629650, -0.0260286770202560, 0.0217307765072927
1727775008.0299999713897705, 0.2466083083593629, 0.1932840407152559, -0.0637350160395285, -0.9732332759853188, -0.2273046268892088, -0.0260260330050417, 0.0217311462114248
1727775008.0350000858306885, 0.2466081765505637, 0.1932840017614502, -0.0637356441728585, -0.9732333417168993, -0.2273044472561690, -0.0260246601984837, 0.0217317254188006
1727775008.0399999618530273, 0.2466085943902469, 0.1932838449354808, -0.0637345030298848, -0.9732334335463050, -0.2273037787772340, -0.0260261826426907, 0.0217327816514542
1727775008.0450000762939453, 0.2466091080558255, 0.1932833388946935, -0.0637340501323630, -0.9732337286964877, -0.2273023597488697, -0.0260263063839287, 0.0217342576624209
1727775008.0499999523162842, 0.2466098398647984, 0.1932820376513076, -0.0637351647042077, -0.9732344868281415, -0.2272992316609285, -0.0260232447273324, 0.0217366894576226
1727775008.0550000667572021, 0.2466095166473248, 0.1932815757671220, -0.0637378159699073, -0.9732349315103906, -0.2272977314778844, -0.0260171847046608, 0.0217397206287624
1727775008.0599999427795410, 0.2466067906617122, 0.1932830255308558, -0.0637439664425750, -0.9732346621896462, -0.2272999389588208, -0.0260042971431201, 0.0217441162619673
1727775008.0650000572204590, 0.2466026765956973, 0.1932858444685935, -0.0637513344217770, -0.9732339415770315, -0.2273042001797742, -0.0259878777773752, 0.0217514540133934
1727775008.0699999332427979, 0.2465954017968530, 0.1932917811763277, -0.0637614739397205, -0.9732321930751632, -0.2273131380327640, -0.0259634175517103, 0.0217654907787892
1727775008.0750000476837158, 0.2465914430912585, 0.1932943403879259, -0.0637690252771444, -0.9732313303992947, -0.2273182687000588, -0.0259491471310472, 0.0217674988824672
1727775008.0799999237060547, 0.2465950388746178, 0.1932892066509171, -0.0637706814402235, -0.9732324867065830, -0.2273147270062468, -0.0259580854754190, 0.0217421135919953
1727775008.0850000381469727, 0.2465985190948873, 0.1932852656463036, -0.0637691687332926, -0.9732335497403047, -0.2273104756954290, -0.0259674642553213, 0.0217277725308502
1727775008.0899999141693115, 0.2466017356448876, 0.1932840420516000, -0.0637604382184365, -0.9732344014325617, -0.2273046085293971, -0.0259778453956173, 0.0217385914470616
