#timestamp, tx, ty, tz, qx, qy, qz, qw
1732543086.0000000000000000, 0.3515627743661700, -0.0479129652075082, 0.2977578846546865, -0.9951000083571229, 0.0622074828956597, -0.0011161305383547, 0.0768437160219472
1732543086.0050001144409180, 0.3523939661754973, -0.0487788373712431, 0.2985802608808331, -0.9950985605828684, 0.0622287189248775, -0.0011866802094698, 0.0768442129047620
1732543086.0099999904632568, 0.3524060407181445, -0.0487955712286089, 0.2986214687269049, -0.9950969370768474, 0.0622501684057275, -0.0012554678922337, 0.0768467706159925
1732543086.0150001049041748, 0.3524174654144470, -0.0488116738741468, 0.2986603568489868, -0.9950949766044063, 0.0622719963714050, -0.0013197402756096, 0.0768533947864426
1732543086.0199999809265137, 0.3524284370899762, -0.0488273381859731, 0.2986976316637395, -0.9950927814954134, 0.0622940860086163, -0.0013808733145463, 0.0768628405210343
1732543086.0250000953674316, 0.3534251205879952, -0.0489650380572446, 0.2988475111491669, -0.9950908462635072, 0.0623142152588779, -0.0014414201648146, 0.0768704661567493
1732543086.0299999713897705, 0.3534356966177111, -0.0489790630346834, 0.2988839953262122, -0.9950890905299112, 0.0623329821378514, -0.0015015551888992, 0.0768768273159822
1732543086.0350000858306885, 0.3534460278908227, -0.0483170045656190, 0.2996553902164300, -0.9950876030472764, 0.0623520628748373, -0.0015602646055432, 0.0768794386766659
1732543086.0399999618530273, 0.3534561871935447, -0.0483321681471721, 0.2996896752931639, -0.9950863009747105, 0.0623713596012686, -0.0016179796037744, 0.0768794462516410
1732543086.0450000762939453, 0.3544522545916278, -0.0484706981843310, 0.2998367310651107, -0.9950852365289261, 0.0623905133991623, -0.0016757354564423, 0.0768764449661951
1732543086.0499999523162842, 0.3544623509581438, -0.0484864765978780, 0.2998705071100944, -0.9950843360364973, 0.0624095660080300, -0.0017335148990185, 0.0768713546881267
1732543086.0550000667572021, 0.3543048689143747, -0.0492271743362676, 0.3005699384089422, -0.9950837735139102, 0.0624266326549612, -0.0017890329373103, 0.0768635062030677
1732543086.0599999427795410, 0.3543141126729918, -0.0492413587665429, 0.3006010207902488, -0.9950834449279075, 0.0624423188286085, -0.0018429766291312, 0.0768537434798028
1732543086.0650000572204590, 0.3553091941840815, -0.0493794684120744, 0.3007443167980718, -0.9950829364829096, 0.0624598367251490, -0.0018955043965038, 0.0768448136174465
1732543086.0699999332427979, 0.3553182560493300, -0.0493952146964456, 0.3007739465009878, -0.9950823024272516, 0.0624786245690140, -0.0019470449589305, 0.0768364619433508
1732543086.0750000476837158, 0.3553267271174257, -0.0487330931512247, 0.3015379061090064, -0.9950815569306882, 0.0624964810625572, -0.0019950273422067, 0.0768303636402883
1732543086.0799999237060547, 0.3553347868882730, -0.0487469543908797, 0.3015643542505728, -0.9950807337575694, 0.0625136897077573, -0.0020405359202440, 0.0768258297500114
1732543086.0850000381469727, 0.3563285966177416, -0.0488826713962600, 0.3017036335840452, -0.9950798666778031, 0.0625295175054180, -0.0020852415390786, 0.0768229792493684
1732543086.0899999141693115, 0.3563363264274613, -0.0488945888776294, 0.3017296755631320, -0.9950789686410980, 0.0625443855906007, -0.0021293861880244, 0.0768212972666132
1732543086.0950000286102295, 0.3563437574579791, -0.0489072766267720, 0.3017541381334584, -0.9950781770062637, 0.0625601914147665, -0.0021713932100824, 0.0768175054760704
1732543086.0999999046325684, 0.3563509802533599, -0.0489204984948430, 0.3017775036338229, -0.9950774588255508, 0.0625766474359218, -0.0022119148340955, 0.0768122488001200
1732543086.1050000190734863, 0.3563583028939047, -0.0489335621000292, 0.3018013643581976, -0.9950766894407508, 0.0625929622792951, -0.0022531037676074, 0.0768077257061485
